grid,context,datetaken,datetakengranularity,datetakenunknown,description,farm,geo_is_contact,geo_is_family,geo_is_friend,geo_is_public,height_n,id,isfamily,isfriend,ispublic,latitude,license,longitude,owner,place_id,secret,server,title,url_n,views,width_n,woeid,keywords,,Venue Category
"15,6",0,2019/5/14 21:54,0,0,{'_content': ''},66,0,0,0,1,320,47857602811,0,0,1,48.891255,0,2.247948,77693257@N06,OZm8L3lUV7LeKWG5lw,1b105599e3,65535,Trails [FR],https://live.staticflickr.com/65535/47857602811_1b105599e3_n.jpg,2134,213,55863561,trail,,Travel and Transportation
"14,6",0,2019/5/14 21:49,0,0,{'_content': ''},66,0,0,0,1,320,40926735693,0,0,1,48.891149,0,2.246146,77693257@N06,OZm8L3lUV7LeKWG5lw,76247562d3,65535,Trails (2/2) [FR],https://live.staticflickr.com/65535/40926735693_76247562d3_n.jpg,1583,213,55863561,trail,,Travel and Transportation
"12,4",0,2019/5/13 14:16,0,0,{'_content': 'Quelques photos mobiles lors d’un RV professionnel à La Défense'},66,0,0,0,1,320,48632175536,0,0,1,48.889382,2,2.243657,44921934@N00,,24b511dbda,65535,La Défense,https://live.staticflickr.com/65535/48632175536_24b511dbda_n.jpg,15,240,8504417,,,
"12,4",0,2019/5/13 14:15,0,0,{'_content': 'Quelques photos mobiles lors d’un RV professionnel à La Défense'},66,0,0,0,1,320,48631827688,0,0,1,48.889382,2,2.243657,44921934@N00,,478ed85d11,65535,La Défense,https://live.staticflickr.com/65535/48631827688_478ed85d11_n.jpg,16,240,8504417,,,
"12,4",0,2019/5/13 14:16,0,0,{'_content': 'Quelques photos mobiles lors d’un RV professionnel à La Défense'},66,0,0,0,1,167,48632167916,0,0,1,48.889382,2,2.243657,44921934@N00,,2b7867fa2f,65535,La Défense,https://live.staticflickr.com/65535/48632167916_2b7867fa2f_n.jpg,35,320,8504417,,,
"12,4",0,2019/5/13 14:16,0,0,{'_content': 'Quelques photos mobiles lors d’un RV professionnel à La Défense'},66,0,0,0,1,320,48631821238,0,0,1,48.889382,2,2.243657,44921934@N00,,6e2a825c93,65535,La Défense,https://live.staticflickr.com/65535/48631821238_6e2a825c93_n.jpg,15,240,8504417,,,
"12,4",0,2019/5/13 14:16,0,0,{'_content': 'Quelques photos mobiles lors d’un RV professionnel à La Défense'},66,0,0,0,1,320,48632171851,0,0,1,48.889382,2,2.243657,44921934@N00,,0d35b7b1d8,65535,La Défense,https://live.staticflickr.com/65535/48632171851_0d35b7b1d8_n.jpg,18,240,8504417,,,
"12,4",0,2019/5/13 14:15,0,0,{'_content': 'Quelques photos mobiles lors d’un RV professionnel à La Défense'},66,0,0,0,1,320,48632159961,0,0,1,48.889382,2,2.243657,44921934@N00,,b68178c89f,65535,La Défense,https://live.staticflickr.com/65535/48632159961_b68178c89f_n.jpg,228,240,8504417,,,
"12,4",0,2019/5/13 14:15,0,0,{'_content': 'Quelques photos mobiles lors d’un RV professionnel à La Défense'},66,0,0,0,1,320,48632161726,0,0,1,48.889382,2,2.243657,44921934@N00,,ca0ecc17a8,65535,La Défense,https://live.staticflickr.com/65535/48632161726_ca0ecc17a8_n.jpg,35,240,8504417,,,
"11,6",0,2019/5/11 8:16,0,0,{'_content': ''},66,0,0,0,1,213,48436113881,0,0,1,48.891456,0,2.241575,12376670@N07,,0ee06917ee,65535,Le Grand Stabile Rouge by Calder,https://live.staticflickr.com/65535/48436113881_0ee06917ee_n.jpg,568,320,8504417,"stabil, roug, calder",,Landmarks and Outdoors
"7,7",0,2019/5/11 8:00,0,0,{'_content': ''},66,0,0,0,1,200,47803026992,0,0,1,48.89233,0,2.23623,16993543@N08,a_GJ6YVQUL.FYR2hzw,09e943fb87,65535,"Grande arche de la Défense, Courbevoie, France 2019",https://live.staticflickr.com/65535/47803026992_09e943fb87_n.jpg,1085,320,12523323,"arch, courbevoi, franc",,Landmarks and Outdoors
"6,7",0,2019/5/11 8:08,0,0,{'_content': 'The La Defense Arch from the side looking up into a Paris Sky.'},66,0,0,0,1,213,48321604397,0,0,1,48.892176,0,2.235245,12376670@N07,,2e470746a3,65535,La Grande Arche at La Défense,https://live.staticflickr.com/65535/48321604397_2e470746a3_n.jpg,658,320,6457369,arch,,Landmarks and Outdoors
"5,4",0,2019/5/26 16:35,0,0,{'_content': ''},66,0,0,0,1,240,47938169598,0,0,1,48.889702,0,2.233052,37946348@N00,OZm8L3lUV7LeKWG5lw,b6daa817d5,65535,,https://live.staticflickr.com/65535/47938169598_b6daa817d5_n.jpg,90,320,55863561,,,
"4,7",0,2019/5/24 22:12,0,0,{'_content': ''},66,0,0,0,1,213,48045624847,0,0,1,48.892017,0,2.232263,77693257@N06,,376e608b03,65535,Blue Hour [FR],https://live.staticflickr.com/65535/48045624847_376e608b03_n.jpg,2026,320,6457369,hour,,
"4,7",0,2019/5/24 21:58,0,0,{'_content': ''},66,0,0,0,1,213,48051125802,0,0,1,48.892017,0,2.232263,77693257@N06,,553bdaf66e,65535,Pont japonais [FR],https://live.staticflickr.com/65535/48051125802_553bdaf66e_n.jpg,1737,320,6457369,,,
"7,8",0,2019/5/24 20:59,0,0,"{'_content': ""Long time since i didn't shot anything, decided to go with a nice spot at la defense.\n久(ひさ)しぶり！また写真を撮ることにした °° 私のこと、辛抱してね。\n\nSony A6000\nSamyang f1.2 12mm\nHDR 3 exposures""}",66,0,0,0,1,206,47926440327,0,0,1,48.892656,4,2.23561,145932484@N08,a_GJ6YVQUL.FYR2hzw,225abbea98,65535,Hungering sunset,https://live.staticflickr.com/65535/47926440327_225abbea98_n.jpg,204,320,12523323,"hunger, sunset",,Retail
"17,2",0,2019/5/24 12:27,0,0,{'_content': 'Up in the air (20019)'},66,0,0,0,1,213,47937187841,0,0,1,48.888106,0,2.249826,17671746@N04,OZm8L3lUV7LeKWG5lw,3a56ba5518,65535,""" Let's just say I have a number in mind and I haven't hit it yet.""",https://live.staticflickr.com/65535/47937187841_3a56ba5518_n.jpg,532,320,55863561,"number, mind",,
"7,7",0,2019/5/21 16:41,0,0,{'_content': 'OLYMPUS DIGITAL CAMERA'},66,0,0,0,1,320,46992772615,0,0,1,48.892232,0,2.236447,14813921@N05,a_GJ6YVQUL.FYR2hzw,1453813c60,65535,"La Grande Arche, Paris",https://live.staticflickr.com/65535/46992772615_1453813c60_n.jpg,155,240,12523323,arch,,Landmarks and Outdoors
"7,7",0,2019/5/21 16:45,0,0,{'_content': 'OLYMPUS DIGITAL CAMERA'},66,0,0,0,1,166,46992788075,0,0,1,48.892232,0,2.236447,14813921@N05,a_GJ6YVQUL.FYR2hzw,137f2f61d4,65535,"La Défense, Paris",https://live.staticflickr.com/65535/46992788075_137f2f61d4_n.jpg,130,320,12523323,,,
"10,6",0,2019/5/21 16:45,0,0,{'_content': 'OLYMPUS DIGITAL CAMERA'},66,0,0,0,1,166,47923289753,0,0,1,48.891245,0,2.24003,14813921@N05,OZm8L3lUV7LeKWG5lw,c1b4a20cbe,65535,"La Défense, Paris",https://live.staticflickr.com/65535/47923289753_c1b4a20cbe_n.jpg,164,320,55863561,,,
"7,7",0,2019/5/21 10:31,0,0,{'_content': 'OLYMPUS DIGITAL CAMERA'},66,0,0,0,1,240,47908857771,0,0,1,48.892232,0,2.236447,14813921@N05,a_GJ6YVQUL.FYR2hzw,fe4e477368,65535,"La Défense, Paris",https://live.staticflickr.com/65535/47908857771_fe4e477368_n.jpg,150,320,12523323,,,
"7,7",0,2019/5/21 10:31,0,0,"{'_content': 'Paris, La Défense'}",66,0,0,0,1,127,47929741177,0,0,1,48.8925,0,2.236726,14813921@N05,OZm8L3lUV7LeKWG5lw,8ccb127100,65535,busy folks,https://live.staticflickr.com/65535/47929741177_8ccb127100_n.jpg,541,320,55863561,"busi, folk",,
"7,7",0,2019/5/21 10:29,0,0,{'_content': 'OLYMPUS DIGITAL CAMERA'},66,0,0,0,1,240,47856864422,0,0,1,48.892303,0,2.236393,14813921@N05,a_GJ6YVQUL.FYR2hzw,8418595464,65535,"La Défense, Paris",https://live.staticflickr.com/65535/47856864422_8418595464_n.jpg,394,320,12523323,,,
"8,6",0,2019/6/10 12:54,0,0,{'_content': '© June 2019 | DAVID DA COSTA PHOTOGRAPHY'},66,0,0,0,1,320,48138922302,0,0,1,48.891216,0,2.236913,143399759@N03,,aeda5345c4,65535,"'Helxine de Soleirol', parvis de La Défense, Puteaux (France)",https://live.staticflickr.com/65535/48138922302_aeda5345c4_n.jpg,302,240,6457369,"helxin, soleirol, forecourt, puteaux, franc",,
"7,7",0,2019/6/10 12:54,0,0,{'_content': ''},66,0,0,0,1,320,48392674756,0,0,1,48.892529,0,2.236554,93077615@N00,,5acb66a006,65535,La strada bianca,https://live.staticflickr.com/65535/48392674756_5acb66a006_n.jpg,2149,213,8504417,road,,
"7,7",0,2019/6/10 12:56,0,0,{'_content': ''},66,0,0,0,1,213,48077413953,0,0,1,48.892359,0,2.236468,93077615@N00,,a972380e66,65535,L'inconnu,https://live.staticflickr.com/65535/48077413953_a972380e66_n.jpg,2419,320,6457369,,,
"7,7",0,2019/6/10 12:52,0,0,{'_content': ''},66,0,0,0,1,213,48709513746,0,0,1,48.892395,0,2.236436,93077615@N00,,01516848dd,65535,Portami lontano da tutto questo,https://live.staticflickr.com/65535/48709513746_01516848dd_n.jpg,1988,320,8504417,,,
"8,7",0,2019/6/10 12:44,0,0,{'_content': ''},66,0,0,0,1,213,49114315102,0,0,1,48.89188,0,2.238185,93077615@N00,,536a88e337,65535,Mirror palace,https://live.staticflickr.com/65535/49114315102_536a88e337_n.jpg,1837,320,8504417,"mirror, palac",,
"8,7",0,2019/6/10 12:43,0,0,{'_content': ''},66,0,0,0,1,212,48130331153,0,0,1,48.892345,0,2.23694,93077615@N00,,4e5659a068,65535,Sound check,https://live.staticflickr.com/65535/48130331153_4e5659a068_n.jpg,1527,320,6457369,"sound, check",,
"7,7",0,2019/6/10 12:48,0,0,{'_content': ''},66,0,0,0,1,320,48428205207,0,0,1,48.892529,0,2.236554,93077615@N00,,0720d671c6,65535,Lonely planet,https://live.staticflickr.com/65535/48428205207_0720d671c6_n.jpg,1906,213,8504417,"lone, planet",,
"17,2",0,2019/6/10 12:06,0,0,{'_content': ''},66,0,0,0,1,213,48084191076,0,0,1,48.887908,0,2.25062,142726132@N02,,4a5933b51e,65535,La Défense,https://live.staticflickr.com/65535/48084191076_4a5933b51e_n.jpg,2197,320,6457369,,,
"8,8",0,2019/6/9 23:14,0,1,{'_content': ''},66,0,0,0,1,320,48032669747,0,0,1,48.893304,0,2.237026,97871094@N04,a_GJ6YVQUL.FYR2hzw,e768ea9bb1,65535,2019-05-15 la defense 024,https://live.staticflickr.com/65535/48032669747_e768ea9bb1_n.jpg,136,213,12523323,,,
"19,11",0,2019/6/9 11:20,0,0,{'_content': ''},66,0,0,0,1,156,48110001426,0,0,1,48.89598,0,2.252691,42019355@N00,,ef42282bf2,65535,France 9 June,https://live.staticflickr.com/65535/48110001426_ef42282bf2_n.jpg,6,320,6457369,"franc, june",,
"18,10",0,2019/6/9 11:17,0,0,{'_content': '\n'},66,0,0,0,1,318,48128574281,0,0,1,48.894825,0,2.250902,42019355@N00,,ea8a204d45,65535,France Phone Photo,https://live.staticflickr.com/65535/48128574281_ea8a204d45_n.jpg,12,320,6457369,"franc, phone, photo",,
"18,9",0,2019/6/9 9:49,0,0,{'_content': 'Bus 8'},66,0,0,0,1,320,48110001801,0,0,1,48.894158,0,2.251444,42019355@N00,,1f9ee07418,65535,France 9 June,https://live.staticflickr.com/65535/48110001801_1f9ee07418_n.jpg,6,297,6457369,"franc, june",,
"17,10",0,2019/6/9 9:46,0,0,{'_content': '\n'},66,0,0,0,1,192,48128663792,0,0,1,48.895186,0,2.250516,42019355@N00,,76c97478ae,65535,France Phone Photo,https://live.staticflickr.com/65535/48128663792_76c97478ae_n.jpg,13,320,6457369,"franc, phone, photo",,
"18,11",0,2019/6/9 9:18,0,0,"{'_content': ""Jenny and Ruth's awesome fingernails.""}",66,0,0,0,1,320,48110001866,0,0,1,48.895738,0,2.251602,42019355@N00,,9bc086258e,65535,France 9 June,https://live.staticflickr.com/65535/48110001866_9bc086258e_n.jpg,9,259,6457369,"franc, june",,
"18,11",0,2019/6/9 8:23,0,0,{'_content': 'View from our hotel room at the Mecure la Defense'},66,0,0,0,1,156,48110002026,0,0,1,48.895933,0,2.251641,42019355@N00,,5dd34a53c4,65535,France 9 June,https://live.staticflickr.com/65535/48110002026_5dd34a53c4_n.jpg,10,320,6457369,"franc, june",,
"9,6",0,2019/6/9 6:07,0,0,"{'_content': 'La Défense, Paris - Juin 2019.'}",66,0,0,0,1,320,48375394286,0,0,1,48.891386,0,2.239623,90365553@N08,,9fd3996eb9,65535,...,https://live.staticflickr.com/65535/48375394286_9fd3996eb9_n.jpg,3057,234,8504417,,,
"9,8",0,2019/6/9 5:55,0,0,"{'_content': 'La Défense, Paris - Juin 2019.'}",66,0,0,0,1,242,48527167637,0,0,1,48.893206,0,2.239537,90365553@N08,,ed54862389,65535,Opposite directions,https://live.staticflickr.com/65535/48527167637_ed54862389_n.jpg,1691,320,8504417,"opposit, direct",,
"12,7",0,2019/6/9 5:50,0,0,"{'_content': 'La Défense, Paris - Juin 2019.'}",66,0,0,0,1,241,48339054932,0,0,1,48.892246,0,2.242863,90365553@N08,,e9889a5596,65535,...,https://live.staticflickr.com/65535/48339054932_e9889a5596_n.jpg,3050,320,6457369,,,
"7,7",0,2019/6/9 5:31,0,0,"{'_content': 'La Défense, Paris - Juin 2019.'}",66,0,0,0,1,240,48260375587,0,0,1,48.892585,0,2.23591,90365553@N08,,de0889fbb5,65535,...,https://live.staticflickr.com/65535/48260375587_de0889fbb5_n.jpg,2650,320,6457369,,,
"16,2",0,2019/6/9 12:18,0,0,"{'_content': 'Paris, La Défense - Juin 2019.\nCrédit photo : Jacinthe C. <a href=""https://www.flickr.com/photos/109073487@N08"">www.flickr.com/photos/109073487@N08</a>\n'}",66,0,0,0,1,320,48969425896,0,0,1,48.88795,0,2.249175,90365553@N08,,97360d6f57,65535,Me by other - Oversized,https://live.staticflickr.com/65535/48969425896_97360d6f57_n.jpg,5436,238,8504417,,,
"3,8",0,2019/6/8 22:30,0,0,"{'_content': ""I hope some of the fans around the catwalk can see themselves in my photo. I love this part of the show. I've been waiting almost 25yrs to go to one of Mylene's concerts. I can't believe I finally did, and it was so amazing too.""}",66,0,0,0,1,230,48096893433,0,0,1,48.893008,0,2.231082,80463405@N08,,2921901369,65535,Mylene Farmer concert - 8 June 2019 (2),https://live.staticflickr.com/65535/48096893433_2921901369_n.jpg,1066,320,6457369,"farmer, concert, june",,Arts and Entertainment
"3,8",0,2019/6/8 22:12,0,0,"{'_content': ""Due to all the flashing lights, darkness, movement and my being a bit further away, my Mylene concert photos are a little disappointing compared to my Kylie ones. The show was very amazing - the best thing I ever saw - but my photos don't do it justice.""}",66,0,0,0,1,274,48096893393,0,0,1,48.893297,0,2.230578,80463405@N08,,0ba6353d19,65535,Mylene Farmer concert - 8 June 2019 (3),https://live.staticflickr.com/65535/48096893393_0ba6353d19_n.jpg,1019,320,6457369,"farmer, concert, june",,Arts and Entertainment
"18,2",0,2019/6/8 19:48,0,0,{'_content': ''},66,0,0,0,1,208,48617307718,0,0,1,48.888055,0,2.251388,138620665@N05,,9e3f5de9bc,65535,Vue sur mer,https://live.staticflickr.com/65535/48617307718_9e3f5de9bc_n.jpg,227,320,8504417,seaview,,
"8,2",0,2019/6/8 15:15,0,0,{'_content': ''},66,0,0,0,1,320,48025531643,0,0,1,48.887688,0,2.238161,37946348@N00,,d3da4b701c,65535,,https://live.staticflickr.com/65535/48025531643_d3da4b701c_n.jpg,54,240,6457369,,,
"8,2",0,2019/6/8 15:15,0,0,{'_content': ''},66,0,0,0,1,320,48025501366,0,0,1,48.887711,0,2.238147,37946348@N00,OZm8L3lUV7LeKWG5lw,1cf86582a7,65535,,https://live.staticflickr.com/65535/48025501366_1cf86582a7_n.jpg,54,240,55863561,,,
"8,2",0,2019/6/8 15:15,0,0,{'_content': ''},66,0,0,0,1,240,48025501941,0,0,1,48.88765,0,2.238155,37946348@N00,,5e290a638b,65535,,https://live.staticflickr.com/65535/48025501941_5e290a638b_n.jpg,93,320,6457369,,,
"8,7",0,2019/6/3 11:58,0,0,{'_content': ''},66,0,0,0,1,213,48087438827,0,0,1,48.892084,0,2.237616,55079415@N06,,97992b9f10,65535,Arco de la Defense,https://live.staticflickr.com/65535/48087438827_97992b9f10_n.jpg,871,320,6457369,arch,,Landmarks and Outdoors
"10,7",0,2019/6/3 12:44,0,0,{'_content': ''},66,0,0,0,1,211,50873364758,0,0,1,48.89201,0,2.23973,55079415@N06,,8d6712e736,65535,Coeur la Defense,https://live.staticflickr.com/65535/50873364758_8d6712e736_n.jpg,747,320,8504417,heart,,
"12,6",0,2019/6/3 12:05,0,0,{'_content': ''},66,0,0,0,1,203,50874043506,0,0,1,48.891192,0,2.24297,55079415@N06,,2619ac851a,65535,Obras,https://live.staticflickr.com/65535/50874043506_2619ac851a_n.jpg,1073,320,8504417,play,,
"10,6",0,2019/6/2 1:36,0,0,"{'_content': 'Ночной трафик в районе Дефанс. Париж, Франция'}",66,0,0,0,1,222,50134366786,0,0,1,48.891138,2,2.24076,45427632@N02,,19778a0426,65535,"The lights of La Défense. Paris, France",https://live.staticflickr.com/65535/50134366786_19778a0426_n.jpg,734,320,8504417,"light, franc",,
"10,6",0,2019/6/2 1:33,0,0,"{'_content': 'Ночной трафик в районе Дефанс. Париж, Франция'}",66,0,0,0,1,222,50134595922,0,0,1,48.891138,2,2.24076,45427632@N02,,fc9e39580a,65535,"The lights of La Défense. Paris, France",https://live.staticflickr.com/65535/50134595922_fc9e39580a_n.jpg,644,320,8504417,"light, franc",,
"10,6",0,2019/6/2 1:06,0,0,"{'_content': 'Ночной трафик в районе Дефанс. Париж, Франция'}",66,0,0,0,1,222,50134597182,0,0,1,48.891138,2,2.24076,45427632@N02,,fb33370d71,65535,"The lights of La Défense. Paris, France",https://live.staticflickr.com/65535/50134597182_fb33370d71_n.jpg,699,320,8504417,"light, franc",,
"7,7",0,2019/6/19 11:43,0,0,{'_content': ''},66,0,0,0,1,213,48219927357,0,0,1,48.892459,0,2.236039,89411509@N03,,23ff07fb2b,65535,Sacré-Cœur de Montmartre,https://live.staticflickr.com/65535/48219927357_23ff07fb2b_n.jpg,59,320,6457369,"heart, montmartr",,
"8,7",0,2019/6/17 23:07,0,1,{'_content': ''},66,0,0,0,1,320,48565020777,0,0,1,48.891929,1,2.238013,60486956@N00,,2b400c411f,65535,"Subway, Paris",https://live.staticflickr.com/65535/48565020777_2b400c411f_n.jpg,26,240,8504417,subway,,Travel and Transportation
"12,3",0,2019/6/17 15:33,0,0,{'_content': ''},66,0,0,0,1,213,48088254421,0,0,1,48.889027,0,2.243655,16993543@N08,,4f95ec8985,65535,"Tour Ariane, La Défense, France 2019",https://live.staticflickr.com/65535/48088254421_4f95ec8985_n.jpg,1112,320,6457369,"tower, franc",,Business and_Professional Services
"12,4",0,2019/6/17 15:23,0,0,{'_content': ''},66,0,0,0,1,320,48079791988,0,0,1,48.889077,0,2.243533,16993543@N08,,c7618fa9b7,65535,"Tour Ariane, La Défense, France 2019",https://live.staticflickr.com/65535/48079791988_c7618fa9b7_n.jpg,978,213,6457369,"tower, franc",,Business and_Professional Services
"12,6",0,2019/6/15 14:25,0,0,{'_content': ''},66,0,0,0,1,214,48074101372,0,0,1,48.891402,0,2.243033,165360953@N02,,2e1509fb2c,65535,La scie à tour,https://live.staticflickr.com/65535/48074101372_2e1509fb2c_n.jpg,500,320,6457369,"lath, saw",,
"7,7",0,2019/6/15 14:10,0,0,{'_content': ''},66,0,0,0,1,214,48073854927,0,0,1,48.892077,0,2.236386,165360953@N02,,d5552515c0,65535,De l'Arche,https://live.staticflickr.com/65535/48073854927_d5552515c0_n.jpg,320,320,6457369,ark,,Landmarks and Outdoors
"8,6",0,2019/6/15 13:31,0,0,{'_content': 'F8 Zenitar 16mm'},66,0,0,0,1,214,48073745466,0,0,1,48.891727,0,2.236902,165360953@N02,,e79276f5d3,65535,Parvis,https://live.staticflickr.com/65535/48073745466_e79276f5d3_n.jpg,1244,320,6457369,forecourt,,Landmarks and Outdoors
,0,2019/6/15 12:59,0,0,{'_content': ''},66,0,0,0,1,214,48072627476,0,0,1,48.889038,0,2.243916,165360953@N02,,728ae54388,65535,La piscine de l'esplanade,https://live.staticflickr.com/65535/48072627476_728ae54388_n.jpg,527,320,6457369,,,
"16,2",0,2019/6/15 12:45,0,0,{'_content': ''},66,0,0,0,1,320,48072737388,0,0,1,48.888136,0,2.248677,165360953@N02,,02077bca2d,65535,Issue de secours,https://live.staticflickr.com/65535/48072737388_02077bca2d_n.jpg,428,320,6457369,"emerg, exit",,Business and_Professional Services
"14,1",0,2019/6/15 12:45,0,0,{'_content': ''},66,0,0,0,1,214,48443648121,0,0,1,48.8872,0,2.245866,165360953@N02,,025b54ebda,65535,Tour Pop,https://live.staticflickr.com/65535/48443648121_025b54ebda_n.jpg,551,320,2985034,pop,,Arts and Entertainment
"8,6",0,2019/6/14 21:07,0,0,{'_content': 'La Défense'},66,0,0,0,1,213,48080689223,0,0,1,48.890906,0,2.237455,17671746@N04,,f237a996b0,65535,Défense 2000,https://live.staticflickr.com/65535/48080689223_f237a996b0_n.jpg,423,320,6457369,,,
"8,6",0,2019/6/14 20:38,0,0,{'_content': '1664\nFrance'},66,0,0,0,1,213,48080662291,0,0,1,48.891301,0,2.237155,17671746@N04,,8b625fe19e,65535,Usual suspect,https://live.staticflickr.com/65535/48080662291_8b625fe19e_n.jpg,456,320,6457369,suspect,,
"8,6",0,2019/6/14 20:37,0,0,{'_content': 'Bar éphémère au dessus des Quatre Temps.'},66,0,0,0,1,308,48080659781,0,0,1,48.891358,0,2.237262,17671746@N04,,5505d4260c,65535,Le Jardin Défendu,https://live.staticflickr.com/65535/48080659781_5505d4260c_n.jpg,764,320,6457369,garden,,Landmarks and Outdoors
"2,11",0,2019/6/11 22:23,0,0,{'_content': '11.06.2019'},66,0,0,0,1,180,48067783526,0,0,1,48.895533,0,2.229559,139392375@N03,,89be1a5781,65535,Mylene Farmer - Paris La Défense Arena,https://live.staticflickr.com/65535/48067783526_89be1a5781_n.jpg,249,320,6457369,"farmer, arena",,Arts and Entertainment
"2,11",0,2019/6/11 22:05,0,0,{'_content': 'Mylène Farmer 2019 - 11.06.2019'},66,0,0,0,1,180,48056969561,0,0,1,48.895533,0,2.229559,139392375@N03,,de48ece3b1,65535,Mylène Farmer - Paris La Défense Arena,https://live.staticflickr.com/65535/48056969561_de48ece3b1_n.jpg,160,320,6457369,"farmer, arena",,Arts and Entertainment
"2,11",0,2019/6/11 21:02,0,0,{'_content': '11.06.2019'},66,0,0,0,1,180,48056770426,0,0,1,48.895533,0,2.229559,139392375@N03,,12b07dd3c5,65535,Mylène Farmer - Paris La Défense Arena,https://live.staticflickr.com/65535/48056770426_12b07dd3c5_n.jpg,189,320,6457369,"farmer, arena",,Arts and Entertainment
"2,11",0,2019/6/29 21:21,0,0,"{'_content': '@ la Défense Arena, Paris.\nFollow my work on my <a href=""https://www.facebook.com/pages/Ronan-THENADEY/50680725671"" rel=""noreferrer nofollow"">Facebook Pro</a>.\n<a href=""http://www.ronanthenadey.com"" rel=""noreferrer nofollow"">www.ronanthenadey.com</a>'}",66,0,0,0,1,320,49023634797,0,0,1,48.895738,0,2.228797,53323731@N00,,f1ea275604,65535,RAMMSTEIN / Richard Z. Kruspe,https://live.staticflickr.com/65535/49023634797_f1ea275604_n.jpg,1345,269,12048454,"richard, krusp",,
"2,11",0,2019/6/29 21:16,0,0,"{'_content': '@ la Défense Arena, Paris.\nFollow my work on my <a href=""https://www.facebook.com/pages/Ronan-THENADEY/50680725671"" rel=""noreferrer nofollow"">Facebook Pro</a>.\n<a href=""http://www.ronanthenadey.com"" rel=""noreferrer nofollow"">www.ronanthenadey.com</a>'}",66,0,0,0,1,320,49023634997,0,0,1,48.895738,0,2.228797,53323731@N00,,6863b0c182,65535,RAMMSTEIN / Oliver Riedel,https://live.staticflickr.com/65535/49023634997_6863b0c182_n.jpg,850,320,12048454,"rammstein, riedel",,
"2,11",0,2019/6/29 21:17,0,0,"{'_content': '@ la Défense Arena, Paris.\nFollow my work on my <a href=""https://www.facebook.com/pages/Ronan-THENADEY/50680725671"" rel=""noreferrer nofollow"">Facebook Pro</a>.\n<a href=""http://www.ronanthenadey.com"" rel=""noreferrer nofollow"">www.ronanthenadey.com</a>'}",66,0,0,0,1,320,49023634852,0,0,1,48.895738,0,2.228797,53323731@N00,,b9c6f17692,65535,RAMMSTEIN / Christoph Schneider,https://live.staticflickr.com/65535/49023634852_b9c6f17692_n.jpg,958,320,12048454,"rammstein, christoph, schneider",,
"13,7",0,2019/6/28 11:49,0,0,{'_content': ''},66,0,0,0,1,320,49309069226,0,0,1,48.891849,0,2.245126,101080938@N03,,26e982a714,65535,P1160123,https://live.staticflickr.com/65535/49309069226_26e982a714_n.jpg,19,233,8504417,p1160123,,
"11,6",0,2019/6/28 9:49,0,0,{'_content': ''},66,0,0,0,1,240,49309271787,0,0,1,48.890854,0,2.241693,101080938@N03,,38883d54cf,65535,P1160118,https://live.staticflickr.com/65535/49309271787_38883d54cf_n.jpg,21,320,8504417,p1160118,,
"14,4",0,2019/6/27 18:16,0,0,{'_content': ''},66,0,0,0,1,240,48160668586,0,0,1,48.889508,0,2.245502,37996621819@N01,,764031c6c1,65535,Jon Ruddell at JHipster Conf,https://live.staticflickr.com/65535/48160668586_764031c6c1_n.jpg,36,320,6457369,"jon, ruddel, jhipster, conf",,
